"match","date","team_1","team_2","season","venue","toss_winner","toss_decision","is_superover","is_result","is_duckworthlewis","win_type","won_by","winner","mom","first_umpire","second_empire","city","host_country"
"1","18-Apr-08","Royal Challengers Bangalore","Kolkata Knight Riders","1","M Chinnaswamy Stadium","Royal Challengers Bangalore","field","0","1","0","by runs","140","Kolkata Knight Riders","BB McCullum","Asad Rauf","RE Koertzen","Bangalore","India"
"2","19-Apr-08","Kings XI Punjab","Chennai Super Kings","1","Punjab Cricket Association Stadium, Mohali","Chennai Super Kings","bat","0","1","0","by runs","33","Chennai Super Kings","MEK Hussey","MR Benson","SL Shastri","Chandigarh","India"
"3","19-Apr-08","Delhi Daredevils","Rajasthan Royals","1","Feroz Shah Kotla","Rajasthan Royals","bat","0","1","0","by wickets","9","Delhi Daredevils","MF Maharoof","Aleem Dar","GA Pratapkumar","Delhi","India"
"4","20-Apr-08","Mumbai Indians","Royal Challengers Bangalore","1","Wankhede Stadium","Mumbai Indians","bat","0","1","0","by wickets","5","Royal Challengers Bangalore","MV Boucher","SJ Davis","DJ Harper","Mumbai","India"
"5","20-Apr-08","Kolkata Knight Riders","Deccan Chargers","1","Eden Gardens","Deccan Chargers","bat","0","1","0","by wickets","5","Kolkata Knight Riders","DJ Hussey","BF Bowden","K Hariharan","Kolkata","India"
"6","21-Apr-08","Rajasthan Royals","Kings XI Punjab","1","Sawai Mansingh Stadium","Kings XI Punjab","bat","0","1","0","by wickets","6","Rajasthan Royals","SR Watson","Aleem Dar","RB Tiffin","Jaipur","India"
"7","22-Apr-08","Deccan Chargers","Delhi Daredevils","1","Rajiv Gandhi International Stadium, Uppal","Deccan Chargers","bat","0","1","0","by wickets","9","Delhi Daredevils","V Sehwag","IL Howell","AM Saheba","Hyderabad","India"
"8","23-Apr-08","Chennai Super Kings","Mumbai Indians","1","MA Chidambaram Stadium, Chepauk","Mumbai Indians","field","0","1","0","by runs","6","Chennai Super Kings","ML Hayden","DJ Harper","GA Pratapkumar","Chennai","India"
"9","24-Apr-08","Deccan Chargers","Rajasthan Royals","1","Rajiv Gandhi International Stadium, Uppal","Rajasthan Royals","field","0","1","0","by wickets","3","Rajasthan Royals","YK Pathan","Asad Rauf","MR Benson","Hyderabad","India"
"10","25-Apr-08","Kings XI Punjab","Mumbai Indians","1","Punjab Cricket Association Stadium, Mohali","Mumbai Indians","field","0","1","0","by runs","66","Kings XI Punjab","KC Sangakkara","Aleem Dar","AM Saheba","Chandigarh","India"
"11","26-Apr-08","Royal Challengers Bangalore","Rajasthan Royals","1","M Chinnaswamy Stadium","Rajasthan Royals","field","0","1","0","by wickets","7","Rajasthan Royals","SR Watson","MR Benson","IL Howell","Bangalore","India"
"12","26-Apr-08","Chennai Super Kings","Kolkata Knight Riders","1","MA Chidambaram Stadium, Chepauk","Kolkata Knight Riders","bat","0","1","0","by wickets","9","Chennai Super Kings","JDP Oram","BF Bowden","AV Jayaprakash","Chennai","India"
"13","27-Apr-08","Mumbai Indians","Deccan Chargers","1","Dr DY Patil Sports Academy","Deccan Chargers","field","0","1","0","by wickets","10","Deccan Chargers","AC Gilchrist","Asad Rauf","SL Shastri","Mumbai","India"
"14","27-Apr-08","Kings XI Punjab","Delhi Daredevils","1","Punjab Cricket Association Stadium, Mohali","Delhi Daredevils","bat","0","1","0","by wickets","4","Kings XI Punjab","SM Katich","RE Koertzen","I Shivram","Chandigarh","India"
"15","28-Apr-08","Royal Challengers Bangalore","Chennai Super Kings","1","M Chinnaswamy Stadium","Chennai Super Kings","bat","0","1","0","by runs","13","Chennai Super Kings","MS Dhoni","BR Doctrove","RB Tiffin","Bangalore","India"
"16","29-Apr-08","Kolkata Knight Riders","Mumbai Indians","1","Eden Gardens","Kolkata Knight Riders","bat","0","1","0","by wickets","7","Mumbai Indians","ST Jayasuriya","BF Bowden","AV Jayaprakash","Kolkata","India"
"17","30-Apr-08","Delhi Daredevils","Royal Challengers Bangalore","1","Feroz Shah Kotla","Royal Challengers Bangalore","field","0","1","0","by runs","10","Delhi Daredevils","GD McGrath","Aleem Dar","I Shivram","Delhi","India"
"18","1-May-08","Deccan Chargers","Kings XI Punjab","1","Rajiv Gandhi International Stadium, Uppal","Kings XI Punjab","field","0","1","0","by wickets","7","Kings XI Punjab","SE Marsh","BR Doctrove","RB Tiffin","Hyderabad","India"
"19","1-May-08","Rajasthan Royals","Kolkata Knight Riders","1","Sawai Mansingh Stadium","Rajasthan Royals","bat","0","1","0","by runs","45","Rajasthan Royals","SA Asnodkar","RE Koertzen","GA Pratapkumar","Jaipur","India"
"20","2-May-08","Chennai Super Kings","Delhi Daredevils","1","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by wickets","8","Delhi Daredevils","V Sehwag","BF Bowden","K Hariharan","Chennai","India"
"21","25-May-08","Deccan Chargers","Royal Challengers Bangalore","1","Rajiv Gandhi International Stadium, Uppal","Deccan Chargers","bat","0","1","0","by wickets","5","Royal Challengers Bangalore","R Vinay Kumar","Asad Rauf","RE Koertzen","Hyderabad","India"
"22","3-May-08","Kings XI Punjab","Kolkata Knight Riders","1","Punjab Cricket Association Stadium, Mohali","Kings XI Punjab","bat","0","1","0","by runs","9","Kings XI Punjab","IK Pathan","DJ Harper","I Shivram","Chandigarh","India"
"23","4-May-08","Mumbai Indians","Delhi Daredevils","1","Dr DY Patil Sports Academy","Delhi Daredevils","field","0","1","0","by runs","29","Mumbai Indians","SM Pollock","IL Howell","RE Koertzen","Mumbai","India"
"24","4-May-08","Rajasthan Royals","Chennai Super Kings","1","Sawai Mansingh Stadium","Chennai Super Kings","bat","0","1","0","by wickets","8","Rajasthan Royals","Sohail Tanvir","Asad Rauf","AV Jayaprakash","Jaipur","India"
"25","5-May-08","Royal Challengers Bangalore","Kings XI Punjab","1","M Chinnaswamy Stadium","Kings XI Punjab","field","0","1","0","by wickets","6","Kings XI Punjab","S Sreesanth","SJ Davis","BR Doctrove","Bangalore","India"
"26","6-May-08","Chennai Super Kings","Deccan Chargers","1","MA Chidambaram Stadium, Chepauk","Deccan Chargers","field","0","1","0","by wickets","7","Deccan Chargers","AC Gilchrist","MR Benson","RB Tiffin","Chennai","India"
"27","7-May-08","Mumbai Indians","Rajasthan Royals","1","Dr DY Patil Sports Academy","Mumbai Indians","field","0","1","0","by wickets","7","Mumbai Indians","A Nehra","DJ Harper","RE Koertzen","Mumbai","India"
"28","8-May-08","Delhi Daredevils","Chennai Super Kings","1","Feroz Shah Kotla","Chennai Super Kings","field","0","1","0","by wickets","4","Chennai Super Kings","MS Dhoni","Aleem Dar","RB Tiffin","Delhi","India"
"29","8-May-08","Kolkata Knight Riders","Royal Challengers Bangalore","1","Eden Gardens","Kolkata Knight Riders","bat","0","1","0","by runs","5","Kolkata Knight Riders","SC Ganguly","Asad Rauf","IL Howell","Kolkata","India"
"30","9-May-08","Rajasthan Royals","Deccan Chargers","1","Sawai Mansingh Stadium","Rajasthan Royals","field","0","1","0","by wickets","8","Rajasthan Royals","YK Pathan","MR Benson","AM Saheba","Jaipur","India"
"31","28-May-08","Royal Challengers Bangalore","Mumbai Indians","1","M Chinnaswamy Stadium","Mumbai Indians","field","0","1","0","by wickets","9","Mumbai Indians","CRD Fernando","BF Bowden","AV Jayaprakash","Bangalore","India"
"32","10-May-08","Chennai Super Kings","Kings XI Punjab","1","MA Chidambaram Stadium, Chepauk","Kings XI Punjab","field","0","1","0","by runs","18","Chennai Super Kings","L Balaji","AV Jayaprakash","BG Jerling","Chennai","India"
"33","11-May-08","Deccan Chargers","Kolkata Knight Riders","1","Rajiv Gandhi International Stadium, Uppal","Kolkata Knight Riders","bat","0","1","0","by runs","23","Kolkata Knight Riders","SC Ganguly","IL Howell","AM Saheba","Hyderabad","India"
"34","11-May-08","Rajasthan Royals","Delhi Daredevils","1","Sawai Mansingh Stadium","Rajasthan Royals","field","0","1","0","by wickets","3","Rajasthan Royals","SR Watson","SJ Davis","RE Koertzen","Jaipur","India"
"35","12-May-08","Kings XI Punjab","Royal Challengers Bangalore","1","Punjab Cricket Association Stadium, Mohali","Royal Challengers Bangalore","bat","0","1","0","by wickets","9","Kings XI Punjab","SE Marsh","BR Doctrove","I Shivram","Chandigarh","India"
"36","13-May-08","Kolkata Knight Riders","Delhi Daredevils","1","Eden Gardens","Kolkata Knight Riders","bat","0","1","0","by runs","23","Kolkata Knight Riders","Shoaib Akhtar","Asad Rauf","IL Howell","Kolkata","India"
"37","14-May-08","Mumbai Indians","Chennai Super Kings","1","Wankhede Stadium","Mumbai Indians","field","0","1","0","by wickets","9","Mumbai Indians","ST Jayasuriya","BR Doctrove","AM Saheba","Mumbai","India"
"38","28-May-08","Kings XI Punjab","Rajasthan Royals","1","Punjab Cricket Association Stadium, Mohali","Rajasthan Royals","field","0","1","0","by runs","41","Kings XI Punjab","SE Marsh","SJ Davis","K Hariharan","Chandigarh","India"
"39","15-May-08","Delhi Daredevils","Deccan Chargers","1","Feroz Shah Kotla","Deccan Chargers","field","0","1","0","by runs","12","Delhi Daredevils","A Mishra","BG Jerling","GA Pratapkumar","Delhi","India"
"40","16-May-08","Mumbai Indians","Kolkata Knight Riders","1","Wankhede Stadium","Mumbai Indians","field","0","1","0","by wickets","8","Mumbai Indians","SM Pollock","BR Doctrove","DJ Harper","Mumbai","India"
"41","17-May-08","Delhi Daredevils","Kings XI Punjab","1","Feroz Shah Kotla","Delhi Daredevils","bat","0","1","1","by runs","6","Kings XI Punjab","DPMD Jayawardene","AV Jayaprakash","RE Koertzen","Delhi","India"
"42","17-May-08","Rajasthan Royals","Royal Challengers Bangalore","1","Sawai Mansingh Stadium","Royal Challengers Bangalore","field","0","1","0","by runs","65","Rajasthan Royals","GC Smith","BF Bowden","SL Shastri","Jaipur","India"
"43","18-May-08","Deccan Chargers","Mumbai Indians","1","Rajiv Gandhi International Stadium, Uppal","Deccan Chargers","field","0","1","0","by runs","25","Mumbai Indians","DJ Bravo","BR Doctrove","DJ Harper","Hyderabad","India"
"44","18-May-08","Kolkata Knight Riders","Chennai Super Kings","1","Eden Gardens","Kolkata Knight Riders","bat","0","1","1","by runs","3","Chennai Super Kings","M Ntini","Asad Rauf","K Hariharan","Kolkata","India"
"45","19-May-08","Royal Challengers Bangalore","Delhi Daredevils","1","M Chinnaswamy Stadium","Delhi Daredevils","field","0","1","0","by wickets","5","Delhi Daredevils","SP Goswami","SJ Davis","GA Pratapkumar","Bangalore","India"
"46","20-May-08","Kolkata Knight Riders","Rajasthan Royals","1","Eden Gardens","Rajasthan Royals","field","0","1","0","by wickets","6","Rajasthan Royals","YK Pathan","BG Jerling","RE Koertzen","Kolkata","India"
"47","21-May-08","Mumbai Indians","Kings XI Punjab","1","Wankhede Stadium","Mumbai Indians","field","0","1","0","by runs","1","Kings XI Punjab","SE Marsh","BF Bowden","GA Pratapkumar","Mumbai","India"
"48","21-May-08","Chennai Super Kings","Royal Challengers Bangalore","1","MA Chidambaram Stadium, Chepauk","Royal Challengers Bangalore","bat","0","1","0","by runs","14","Royal Challengers Bangalore","A Kumble","DJ Harper","I Shivram","Chennai","India"
"49","23-May-08","Kings XI Punjab","Deccan Chargers","1","Punjab Cricket Association Stadium, Mohali","Kings XI Punjab","field","0","1","0","by wickets","6","Kings XI Punjab","SE Marsh","Asad Rauf","SJ Davis","Chandigarh","India"
"50","24-May-08","Delhi Daredevils","Mumbai Indians","1","Feroz Shah Kotla","Delhi Daredevils","field","0","1","0","by wickets","5","Delhi Daredevils","KD Karthik","BF Bowden","K Hariharan","Delhi","India"
"51","24-May-08","Chennai Super Kings","Rajasthan Royals","1","MA Chidambaram Stadium, Chepauk","Rajasthan Royals","bat","0","1","0","by runs","10","Rajasthan Royals","JA Morkel","DJ Harper","SL Shastri","Chennai","India"
"52","3-May-08","Royal Challengers Bangalore","Deccan Chargers","1","M Chinnaswamy Stadium","Deccan Chargers","field","0","1","0","by runs","3","Royal Challengers Bangalore","P Kumar","BR Doctrove","SL Shastri","Bangalore","India"
"53","25-May-08","Kolkata Knight Riders","Kings XI Punjab","1","Eden Gardens","Kings XI Punjab","bat","0","1","0","by wickets","3","Kolkata Knight Riders","Umar Gul","SJ Davis","I Shivram","Kolkata","India"
"54","26-May-08","Rajasthan Royals","Mumbai Indians","1","Sawai Mansingh Stadium","Rajasthan Royals","field","0","1","0","by wickets","5","Rajasthan Royals","Sohail Tanvir","BF Bowden","K Hariharan","Jaipur","India"
"55","27-May-08","Deccan Chargers","Chennai Super Kings","1","Rajiv Gandhi International Stadium, Uppal","Deccan Chargers","bat","0","1","0","by wickets","7","Chennai Super Kings","SK Raina","BG Jerling","AM Saheba","Hyderabad","India"
"56","30-May-08","Delhi Daredevils","Rajasthan Royals","1","Wankhede Stadium","Delhi Daredevils","field","0","1","0","by runs","105","Rajasthan Royals","SR Watson","BF Bowden","RE Koertzen","Mumbai","India"
"57","31-May-08","Chennai Super Kings","Kings XI Punjab","1","Wankhede Stadium","Kings XI Punjab","bat","0","1","0","by wickets","9","Chennai Super Kings","M Ntini","Asad Rauf","DJ Harper","Mumbai","India"
"58","1-Jun-08","Chennai Super Kings","Rajasthan Royals","1","Dr DY Patil Sports Academy","Rajasthan Royals","field","0","1","0","by wickets","3","Rajasthan Royals","YK Pathan","BF Bowden","RE Koertzen","Mumbai","India"
"59","18-Apr-09","Chennai Super Kings","Mumbai Indians","2","Newlands","Chennai Super Kings","field","0","1","0","by runs","19","Mumbai Indians","SR Tendulkar","BR Doctrove","K Hariharan","Cape Town","South Africa"
"60","18-Apr-09","Royal Challengers Bangalore","Rajasthan Royals","2","Newlands","Royal Challengers Bangalore","bat","0","1","0","by runs","75","Royal Challengers Bangalore","R Dravid","BR Doctrove","RB Tiffin","Cape Town","South Africa"
"61","19-Apr-09","Delhi Daredevils","Kings XI Punjab","2","Newlands","Delhi Daredevils","field","0","1","1","by wickets","10","Delhi Daredevils","DL Vettori","MR Benson","SD Ranade","Cape Town","South Africa"
"62","19-Apr-09","Deccan Chargers","Kolkata Knight Riders","2","Newlands","Kolkata Knight Riders","bat","0","1","0","by wickets","8","Deccan Chargers","RP Singh","MR Benson","BR Doctrove","Cape Town","South Africa"
"63","20-Apr-09","Royal Challengers Bangalore","Chennai Super Kings","2","St George's Park","Chennai Super Kings","bat","0","1","0","by runs","92","Chennai Super Kings","M Muralitharan","BG Jerling","SJA Taufel","Port Elizabeth","South Africa"
"64","21-Apr-09","Kings XI Punjab","Kolkata Knight Riders","2","Kingsmead","Kolkata Knight Riders","field","0","1","1","by runs","11","Kolkata Knight Riders","CH Gayle","DJ Harper","SD Ranade","Durban","South Africa"
"65","22-Apr-09","Royal Challengers Bangalore","Deccan Chargers","2","Newlands","Deccan Chargers","bat","0","1","0","by runs","24","Deccan Chargers","AC Gilchrist","M Erasmus","AM Saheba","Cape Town","South Africa"
"66","23-Apr-09","Chennai Super Kings","Delhi Daredevils","2","Kingsmead","Delhi Daredevils","bat","0","1","0","by runs","9","Delhi Daredevils","AB de Villiers","BR Doctrove","SJA Taufel","Durban","South Africa"
"67","23-Apr-09","Kolkata Knight Riders","Rajasthan Royals","2","Newlands","Kolkata Knight Riders","field","1","1","0","Tie","NULL","Rajasthan Royals","YK Pathan","MR Benson","M Erasmus","Cape Town","South Africa"
"68","24-Apr-09","Royal Challengers Bangalore","Kings XI Punjab","2","Kingsmead","Royal Challengers Bangalore","bat","0","1","0","by wickets","7","Kings XI Punjab","RS Bopara","BR Doctrove","TH Wijewardene","Durban","South Africa"
"69","25-Apr-09","Deccan Chargers","Mumbai Indians","2","Kingsmead","Deccan Chargers","bat","0","1","0","by runs","12","Deccan Chargers","PP Ojha","HDPK Dharmasena","SJA Taufel","Durban","South Africa"
"70","26-Apr-09","Royal Challengers Bangalore","Delhi Daredevils","2","St George's Park","Royal Challengers Bangalore","bat","0","1","0","by wickets","6","Delhi Daredevils","TM Dilshan","S Asnani","BG Jerling","Port Elizabeth","South Africa"
"71","26-Apr-09","Kings XI Punjab","Rajasthan Royals","2","Newlands","Kings XI Punjab","bat","0","1","0","by runs","27","Kings XI Punjab","KC Sangakkara","M Erasmus","K Hariharan","Cape Town","South Africa"
"72","27-Apr-09","Chennai Super Kings","Deccan Chargers","2","Kingsmead","Deccan Chargers","field","0","1","0","by wickets","6","Deccan Chargers","HH Gibbs","IL Howell","TH Wijewardene","Durban","South Africa"
"73","27-Apr-09","Kolkata Knight Riders","Mumbai Indians","2","St George's Park","Mumbai Indians","bat","0","1","0","by runs","92","Mumbai Indians","SR Tendulkar","BG Jerling","RB Tiffin","Port Elizabeth","South Africa"
"74","28-Apr-09","Delhi Daredevils","Rajasthan Royals","2","SuperSport Park","Delhi Daredevils","bat","0","1","0","by wickets","5","Rajasthan Royals","YK Pathan","GAV Baxter","RE Koertzen","Centurion","South Africa"
"75","29-Apr-09","Royal Challengers Bangalore","Kolkata Knight Riders","2","Kingsmead","Kolkata Knight Riders","bat","0","1","0","by wickets","5","Royal Challengers Bangalore","MV Boucher","MR Benson","TH Wijewardene","Durban","South Africa"
"76","29-Apr-09","Kings XI Punjab","Mumbai Indians","2","Kingsmead","Kings XI Punjab","bat","0","1","0","by runs","3","Kings XI Punjab","KC Sangakkara","MR Benson","SL Shastri","Durban","South Africa"
"77","30-Apr-09","Deccan Chargers","Delhi Daredevils","2","SuperSport Park","Delhi Daredevils","field","0","1","0","by wickets","6","Delhi Daredevils","DP Nannes","GAV Baxter","AM Saheba","Centurion","South Africa"
"78","30-Apr-09","Chennai Super Kings","Rajasthan Royals","2","SuperSport Park","Rajasthan Royals","field","0","1","0","by runs","38","Chennai Super Kings","SK Raina","GAV Baxter","RE Koertzen","Centurion","South Africa"
"79","1-May-09","Kolkata Knight Riders","Mumbai Indians","2","Buffalo Park","Mumbai Indians","bat","0","1","0","by runs","9","Mumbai Indians","JP Duminy","M Erasmus","SK Tarapore","East London","South Africa"
"80","1-May-09","Royal Challengers Bangalore","Kings XI Punjab","2","Kingsmead","Royal Challengers Bangalore","bat","0","1","0","by runs","8","Royal Challengers Bangalore","Yuvraj Singh","HDPK Dharmasena","S Ravi","Durban","South Africa"
"81","2-May-09","Deccan Chargers","Rajasthan Royals","2","St George's Park","Deccan Chargers","bat","0","1","0","by wickets","3","Rajasthan Royals","YK Pathan","S Asnani","BG Jerling","Port Elizabeth","South Africa"
"82","2-May-09","Chennai Super Kings","Delhi Daredevils","2","New Wanderers Stadium","Delhi Daredevils","field","0","1","0","by runs","18","Chennai Super Kings","SB Jakati","DJ Harper","RE Koertzen","Johannesburg","South Africa"
"83","3-May-09","Kings XI Punjab","Kolkata Knight Riders","2","St George's Park","Kolkata Knight Riders","bat","0","1","0","by wickets","6","Kings XI Punjab","DPMD Jayawardene","S Asnani","MR Benson","Port Elizabeth","South Africa"
"84","3-May-09","Royal Challengers Bangalore","Mumbai Indians","2","New Wanderers Stadium","Mumbai Indians","bat","0","1","0","by wickets","9","Royal Challengers Bangalore","JH Kallis","RE Koertzen","TH Wijewardene","Johannesburg","South Africa"
"85","4-May-09","Chennai Super Kings","Deccan Chargers","2","Buffalo Park","Chennai Super Kings","bat","0","1","0","by runs","78","Chennai Super Kings","MS Dhoni","BR Doctrove","M Erasmus","East London","South Africa"
"86","5-May-09","Kings XI Punjab","Rajasthan Royals","2","Kingsmead","Kings XI Punjab","field","0","1","0","by runs","78","Rajasthan Royals","GC Smith","SS Hazare","IL Howell","Durban","South Africa"
"87","5-May-09","Delhi Daredevils","Kolkata Knight Riders","2","Kingsmead","Kolkata Knight Riders","bat","0","1","0","by wickets","9","Delhi Daredevils","G Gambhir","GAV Baxter","IL Howell","Durban","South Africa"
"88","6-May-09","Deccan Chargers","Mumbai Indians","2","SuperSport Park","Deccan Chargers","bat","0","1","0","by runs","19","Deccan Chargers","RG Sharma","MR Benson","HDPK Dharmasena","Centurion","South Africa"
"89","7-May-09","Royal Challengers Bangalore","Rajasthan Royals","2","SuperSport Park","Rajasthan Royals","field","0","1","0","by wickets","7","Rajasthan Royals","A Singh","K Hariharan","DJ Harper","Centurion","South Africa"
"90","7-May-09","Chennai Super Kings","Kings XI Punjab","2","SuperSport Park","Chennai Super Kings","bat","0","1","1","by runs","12","Chennai Super Kings","ML Hayden","DJ Harper","TH Wijewardene","Centurion","South Africa"
"91","8-May-09","Delhi Daredevils","Mumbai Indians","2","Buffalo Park","Mumbai Indians","bat","0","1","0","by wickets","7","Delhi Daredevils","A Nehra","M Erasmus","SK Tarapore","East London","South Africa"
"92","9-May-09","Deccan Chargers","Kings XI Punjab","2","De Beers Diamond Oval","Kings XI Punjab","field","0","1","0","by wickets","3","Kings XI Punjab","DPMD Jayawardene","GAV Baxter","AM Saheba","Kimberley","South Africa"
"93","9-May-09","Chennai Super Kings","Rajasthan Royals","2","De Beers Diamond Oval","Rajasthan Royals","bat","0","1","0","by wickets","7","Chennai Super Kings","S Badrinath","GAV Baxter","HDPK Dharmasena","Kimberley","South Africa"
"94","10-May-09","Royal Challengers Bangalore","Mumbai Indians","2","St George's Park","Mumbai Indians","bat","0","1","0","by runs","16","Mumbai Indians","JP Duminy","BR Doctrove","BG Jerling","Port Elizabeth","South Africa"
"95","10-May-09","Delhi Daredevils","Kolkata Knight Riders","2","New Wanderers Stadium","Delhi Daredevils","field","0","1","0","by wickets","7","Delhi Daredevils","A Mishra","SL Shastri","RB Tiffin","Johannesburg","South Africa"
"96","11-May-09","Deccan Chargers","Rajasthan Royals","2","De Beers Diamond Oval","Deccan Chargers","bat","0","1","0","by runs","53","Deccan Chargers","DR Smith","GAV Baxter","HDPK Dharmasena","Kimberley","South Africa"
"97","12-May-09","Royal Challengers Bangalore","Kolkata Knight Riders","2","SuperSport Park","Royal Challengers Bangalore","field","0","1","0","by wickets","6","Royal Challengers Bangalore","LRPL Taylor","M Erasmus","SS Hazare","Centurion","South Africa"
"98","12-May-09","Kings XI Punjab","Mumbai Indians","2","SuperSport Park","Kings XI Punjab","bat","0","1","0","by wickets","8","Mumbai Indians","Harbhajan Singh","SS Hazare","RE Koertzen","Centurion","South Africa"
"99","13-May-09","Deccan Chargers","Delhi Daredevils","2","Kingsmead","Deccan Chargers","field","0","1","0","by runs","12","Delhi Daredevils","R Bhatia","DJ Harper","SL Shastri","Durban","South Africa"
"100","14-May-09","Royal Challengers Bangalore","Chennai Super Kings","2","Kingsmead","Chennai Super Kings","bat","0","1","0","by wickets","2","Royal Challengers Bangalore","LRPL Taylor","BR Doctrove","DJ Harper","Durban","South Africa"
"101","14-May-09","Mumbai Indians","Rajasthan Royals","2","Kingsmead","Rajasthan Royals","bat","0","1","0","by runs","2","Rajasthan Royals","SK Warne","BR Doctrove","DJ Harper","Durban","South Africa"
"102","15-May-09","Delhi Daredevils","Kings XI Punjab","2","OUTsurance Oval","Kings XI Punjab","field","0","1","0","by wickets","6","Kings XI Punjab","B Lee","HDPK Dharmasena","IL Howell","Bloemfontein","South Africa"
"103","16-May-09","Chennai Super Kings","Mumbai Indians","2","St George's Park","Mumbai Indians","bat","0","1","0","by wickets","7","Chennai Super Kings","ML Hayden","SK Tarapore","SJA Taufel","Port Elizabeth","South Africa"
"104","16-May-09","Deccan Chargers","Kolkata Knight Riders","2","New Wanderers Stadium","Deccan Chargers","field","0","1","0","by wickets","6","Deccan Chargers","RG Sharma","RE Koertzen","S Ravi","Johannesburg","South Africa"
"105","17-May-09","Deccan Chargers","Kings XI Punjab","2","New Wanderers Stadium","Deccan Chargers","field","0","1","0","by runs","1","Kings XI Punjab","Yuvraj Singh","S Ravi","RB Tiffin","Johannesburg","South Africa"
"106","17-May-09","Delhi Daredevils","Rajasthan Royals","2","OUTsurance Oval","Delhi Daredevils","bat","0","1","0","by runs","14","Delhi Daredevils","AB de Villiers","SS Hazare","IL Howell","Bloemfontein","South Africa"
"107","18-May-09","Chennai Super Kings","Kolkata Knight Riders","2","SuperSport Park","Chennai Super Kings","bat","0","1","0","by wickets","7","Kolkata Knight Riders","BJ Hodge","SJA Taufel","RB Tiffin","Centurion","South Africa"
"108","19-May-09","Royal Challengers Bangalore","Delhi Daredevils","2","New Wanderers Stadium","Delhi Daredevils","bat","0","1","0","by wickets","7","Royal Challengers Bangalore","JH Kallis","IL Howell","RB Tiffin","Johannesburg","South Africa"
"109","20-May-09","Kolkata Knight Riders","Rajasthan Royals","2","Kingsmead","Kolkata Knight Riders","field","0","1","0","by wickets","4","Kolkata Knight Riders","LR Shukla","BG Jerling","SJA Taufel","Durban","South Africa"
"110","20-May-09","Chennai Super Kings","Kings XI Punjab","2","Kingsmead","Chennai Super Kings","bat","0","1","0","by runs","24","Chennai Super Kings","M Muralitharan","BG Jerling","SJA Taufel","Durban","South Africa"
"111","21-May-09","Delhi Daredevils","Mumbai Indians","2","SuperSport Park","Delhi Daredevils","field","0","1","0","by wickets","4","Delhi Daredevils","V Sehwag","IL Howell","S Ravi","Centurion","South Africa"
"112","21-May-09","Royal Challengers Bangalore","Deccan Chargers","2","SuperSport Park","Royal Challengers Bangalore","bat","0","1","0","by runs","12","Royal Challengers Bangalore","MK Pandey","IL Howell","S Ravi","Centurion","South Africa"
"113","22-May-09","Delhi Daredevils","Deccan Chargers","2","SuperSport Park","Deccan Chargers","field","0","1","0","by wickets","6","Deccan Chargers","AC Gilchrist","BR Doctrove","DJ Harper","Centurion","South Africa"
"114","23-May-09","Royal Challengers Bangalore","Chennai Super Kings","2","New Wanderers Stadium","Royal Challengers Bangalore","field","0","1","0","by wickets","6","Royal Challengers Bangalore","MK Pandey","RE Koertzen","SJA Taufel","Johannesburg","South Africa"
"115","24-May-09","Royal Challengers Bangalore","Deccan Chargers","2","New Wanderers Stadium","Royal Challengers Bangalore","field","0","1","0","by runs","6","Deccan Chargers","A Kumble","RE Koertzen","SJA Taufel","Johannesburg","South Africa"
"116","12-Mar-10","Deccan Chargers","Kolkata Knight Riders","3","Dr DY Patil Sports Academy","Deccan Chargers","field","0","1","0","by runs","11","Kolkata Knight Riders","AD Mathews","RE Koertzen","RB Tiffin","Mumbai","India"
"117","13-Mar-10","Mumbai Indians","Rajasthan Royals","3","Brabourne Stadium","Mumbai Indians","bat","0","1","0","by runs","4","Mumbai Indians","YK Pathan","RE Koertzen","RB Tiffin","Mumbai","India"
"118","13-Mar-10","Kings XI Punjab","Delhi Daredevils","3","Punjab Cricket Association Stadium, Mohali","Delhi Daredevils","field","0","1","0","by wickets","5","Delhi Daredevils","G Gambhir","BR Doctrove","S Ravi","Chandigarh","India"
"119","14-Mar-10","Kolkata Knight Riders","Royal Challengers Bangalore","3","Eden Gardens","Kolkata Knight Riders","field","0","1","0","by wickets","7","Kolkata Knight Riders","MK Tiwary","HDPK Dharmasena","AM Saheba","Kolkata","India"
"120","14-Mar-10","Chennai Super Kings","Deccan Chargers","3","MA Chidambaram Stadium, Chepauk","Deccan Chargers","bat","0","1","0","by runs","31","Deccan Chargers","WPUJC Vaas","K Hariharan","DJ Harper","Chennai","India"
"121","15-Mar-10","Rajasthan Royals","Delhi Daredevils","3","Sardar Patel Stadium, Motera","Delhi Daredevils","field","0","1","0","by wickets","6","Delhi Daredevils","V Sehwag","BG Jerling","RE Koertzen","Ahmedabad","India"
"122","16-Mar-10","Royal Challengers Bangalore","Kings XI Punjab","3","M Chinnaswamy Stadium","Kings XI Punjab","bat","0","1","0","by wickets","8","Royal Challengers Bangalore","JH Kallis","S Das","DJ Harper","Bangalore","India"
"123","16-Mar-10","Kolkata Knight Riders","Chennai Super Kings","3","Eden Gardens","Chennai Super Kings","bat","0","1","0","by runs","55","Chennai Super Kings","MS Dhoni","HDPK Dharmasena","AM Saheba","Kolkata","India"
